cause_name,sex,age,deaths
Iodine deficiency,Male,05 to 09,4.262542125
Iodine deficiency,Male,50 to 54,66.56864424
Iodine deficiency,Male,55 to 59,162.0810987
Iodine deficiency,Male,60 to 64,58.27657829
Iodine deficiency,Male,65 to 69,42.55974748
Iodine deficiency,Male,70 to 74,40.46640782
Iodine deficiency,Male,75 to 79,28.53700398
Iodine deficiency,Male,80 plus,40.29789992
Iodine deficiency,Male,0 to 04,26.61747463
Iron-deficiency anemia,Female,10 to 14,300.0599045
Iron-deficiency anemia,Female,15 to 19,357.0610848
Iron-deficiency anemia,Female,20 to 24,604.4659037
Iron-deficiency anemia,Female,25 to 29,556.6172828
Iron-deficiency anemia,Female,30 to 34,499.6033852
Iron-deficiency anemia,Female,35 to 39,864.7172692
Iron-deficiency anemia,Female,40 to 44,1549.91704
Iron-deficiency anemia,Female,45 to 49,1911.935668
Iron-deficiency anemia,Female,05 to 09,359.849856
Iron-deficiency anemia,Female,50 to 54,549.8384669
Iron-deficiency anemia,Female,55 to 59,2996.833659
Iron-deficiency anemia,Female,60 to 64,2202.074668
Iron-deficiency anemia,Female,65 to 69,990.5784389
Iron-deficiency anemia,Female,70 to 74,2422.696226
Iron-deficiency anemia,Female,75 to 79,1745.796023
Iron-deficiency anemia,Female,80 plus,3731.503368
Iron-deficiency anemia,Female,0 to 04,3753.270892
Iron-deficiency anemia,Male,10 to 14,284.3851021
Iron-deficiency anemia,Male,15 to 19,424.1262119
Iron-deficiency anemia,Male,20 to 24,388.7593293
Iron-deficiency anemia,Male,25 to 29,592.6894958
Iron-deficiency anemia,Male,30 to 34,261.1731885
Iron-deficiency anemia,Male,35 to 39,299.1526672
Iron-deficiency anemia,Male,40 to 44,1606.883686
Iron-deficiency anemia,Male,45 to 49,1959.672359
Iron-deficiency anemia,Male,05 to 09,299.1050579
Iron-deficiency anemia,Male,50 to 54,1633.834252
Iron-deficiency anemia,Male,55 to 59,3751.553724
Iron-deficiency anemia,Male,60 to 64,1531.778099
Iron-deficiency anemia,Male,65 to 69,782.3486521
Iron-deficiency anemia,Male,70 to 74,1355.068735
Iron-deficiency anemia,Male,75 to 79,1396.79172
Iron-deficiency anemia,Male,80 plus,2808.555537
Iron-deficiency anemia,Male,0 to 04,2198.192734
Ischemic heart disease,Female,10 to 14,881.7111124
Ischemic heart disease,Female,15 to 19,2412.869734
Ischemic heart disease,Female,20 to 24,3712.053786
Ischemic heart disease,Female,25 to 29,3208.237053
Ischemic heart disease,Female,30 to 34,5709.166443
Ischemic heart disease,Female,35 to 39,7083.139949
Ischemic heart disease,Female,40 to 44,11969.16425
Ischemic heart disease,Female,45 to 49,18334.46383
Ischemic heart disease,Female,05 to 09,423.8723453
Ischemic heart disease,Female,50 to 54,30064.0461
Ischemic heart disease,Female,55 to 59,40452.24526
Ischemic heart disease,Female,60 to 64,61754.23047
Ischemic heart disease,Female,65 to 69,76895.16168
Ischemic heart disease,Female,70 to 74,92397.59804
Ischemic heart disease,Female,75 to 79,94799.79301
Ischemic heart disease,Female,80 plus,172354.5968
Ischemic heart disease,Female,0 to 04,1370.196313
Ischemic heart disease,Male,10 to 14,959.3251151
Ischemic heart disease,Male,15 to 19,2889.319479
Ischemic heart disease,Male,20 to 24,6203.590932
Ischemic heart disease,Male,25 to 29,8193.473052
Ischemic heart disease,Male,30 to 34,16244.73368
Ischemic heart disease,Male,35 to 39,24022.30945
Ischemic heart disease,Male,40 to 44,39495.71974
Ischemic heart disease,Male,45 to 49,54087.78129
Ischemic heart disease,Male,05 to 09,433.7416402
Ischemic heart disease,Male,50 to 54,84430.79649
Ischemic heart disease,Male,55 to 59,104081.4684
Ischemic heart disease,Male,60 to 64,123870.5815
Ischemic heart disease,Male,65 to 69,125375.9133
Ischemic heart disease,Male,70 to 74,123374.8149
Ischemic heart disease,Male,75 to 79,106824.6785
Ischemic heart disease,Male,80 plus,140872.3586
Ischemic heart disease,Male,0 to 04,1325.061392
Kidney cancer,Female,10 to 14,15.97846514
Kidney cancer,Female,15 to 19,18.60767238
Kidney cancer,Female,20 to 24,27.02956975
Kidney cancer,Female,25 to 29,31.05407142
Kidney cancer,Female,30 to 34,29.22154926
Kidney cancer,Female,35 to 39,66.06152066
Kidney cancer,Female,40 to 44,78.47191583
Kidney cancer,Female,45 to 49,114.4677453
Kidney cancer,Female,05 to 09,32.70766965
Kidney cancer,Female,50 to 54,194.2619257
Kidney cancer,Female,55 to 59,278.2920082
Kidney cancer,Female,60 to 64,295.821783
Kidney cancer,Female,65 to 69,300.6896651
Kidney cancer,Female,70 to 74,221.4161845
Kidney cancer,Female,75 to 79,152.2070147
Kidney cancer,Female,80 plus,199.9602068
Kidney cancer,Female,0 to 04,107.2364153
Kidney cancer,Male,10 to 14,14.03616627
Kidney cancer,Male,15 to 19,34.75043117
Kidney cancer,Male,20 to 24,34.26135264
Kidney cancer,Male,25 to 29,37.3718826
Kidney cancer,Male,30 to 34,55.52436983
Kidney cancer,Male,35 to 39,95.76084927
Kidney cancer,Male,40 to 44,159.0792533
Kidney cancer,Male,45 to 49,304.3005812
Kidney cancer,Male,05 to 09,35.4765853
Kidney cancer,Male,50 to 54,568.0084257
Kidney cancer,Male,55 to 59,815.0363005
Kidney cancer,Male,60 to 64,839.75553
Kidney cancer,Male,65 to 69,709.0627059
Kidney cancer,Male,70 to 74,411.9211175
Kidney cancer,Male,75 to 79,287.903486
Kidney cancer,Male,80 plus,304.1857205
Kidney cancer,Male,0 to 04,45.68986823
Larynx cancer,Female,15 to 19,7.068795203
Larynx cancer,Female,20 to 24,10.21739625
Larynx cancer,Female,25 to 29,10.9202033
Larynx cancer,Female,30 to 34,34.7998507
Larynx cancer,Female,35 to 39,42.99636591
Larynx cancer,Female,40 to 44,78.28511441
Larynx cancer,Female,45 to 49,132.0237647
Larynx cancer,Female,50 to 54,197.360857
Larynx cancer,Female,55 to 59,271.5299446
Larynx cancer,Female,60 to 64,285.4959231
Larynx cancer,Female,65 to 69,273.7164267
Larynx cancer,Female,70 to 74,272.4041913
Larynx cancer,Female,75 to 79,194.5764764
Larynx cancer,Female,80 plus,219.4394505
Larynx cancer,Male,15 to 19,19.42949525
Larynx cancer,Male,20 to 24,49.46894984
Larynx cancer,Male,25 to 29,38.01831372
Larynx cancer,Male,30 to 34,168.8047238
Larynx cancer,Male,35 to 39,316.5547595
Larynx cancer,Male,40 to 44,568.3440465
Larynx cancer,Male,45 to 49,915.7138027
Larynx cancer,Male,50 to 54,1430.410089
Larynx cancer,Male,55 to 59,1856.780379
Larynx cancer,Male,60 to 64,2098.416282
Larynx cancer,Male,65 to 69,2032.605501
Larynx cancer,Male,70 to 74,1693.129758
Larynx cancer,Male,75 to 79,1203.489764
Larynx cancer,Male,80 plus,1326.547556
Late maternal deaths,Female,10 to 14,9.679125112
Late maternal deaths,Female,15 to 19,2058.847213
Late maternal deaths,Female,20 to 24,3031.173406
Late maternal deaths,Female,25 to 29,2837.397304
Late maternal deaths,Female,30 to 34,2320.273782
Late maternal deaths,Female,35 to 39,2070.396291
Late maternal deaths,Female,40 to 44,1003.967168
Late maternal deaths,Female,45 to 49,300.2083166
Leishmaniasis,Female,10 to 14,928.9021927
Leishmaniasis,Female,15 to 19,531.0987095
Leishmaniasis,Female,20 to 24,483.8785357
Leishmaniasis,Female,25 to 29,451.0734417
Leishmaniasis,Female,30 to 34,430.3779518
Leishmaniasis,Female,35 to 39,434.6683489
Leishmaniasis,Female,40 to 44,389.8968827
Leishmaniasis,Female,45 to 49,336.9106422
Leishmaniasis,Female,05 to 09,1683.42923
Leishmaniasis,Female,50 to 54,285.3309261
Leishmaniasis,Female,55 to 59,241.3370635
Leishmaniasis,Female,60 to 64,172.7613723
Leishmaniasis,Female,65 to 69,125.6021611
Leishmaniasis,Female,70 to 74,109.5776832
Leishmaniasis,Female,75 to 79,81.85558651
Leishmaniasis,Female,80 plus,57.01763756
Leishmaniasis,Female,0 to 04,4285.019555
Leishmaniasis,Male,10 to 14,1391.528385
Leishmaniasis,Male,15 to 19,1002.018116
Leishmaniasis,Male,20 to 24,992.8908359
Leishmaniasis,Male,25 to 29,956.0369836
Leishmaniasis,Male,30 to 34,911.6828657
Leishmaniasis,Male,35 to 39,917.2771989
Leishmaniasis,Male,40 to 44,817.7238529
Leishmaniasis,Male,45 to 49,682.2633718
Leishmaniasis,Male,05 to 09,2061.616263
Leishmaniasis,Male,50 to 54,550.7451594
Leishmaniasis,Male,55 to 59,470.1503787
Leishmaniasis,Male,60 to 64,324.6674661
Leishmaniasis,Male,65 to 69,225.0837767
Leishmaniasis,Male,70 to 74,186.067149
Leishmaniasis,Male,75 to 79,129.1506828
Leishmaniasis,Male,80 plus,82.25590571
Leishmaniasis,Male,0 to 04,5323.797126
Leprosy,Female,10 to 14,NA
Leprosy,Female,15 to 19,NA
Leprosy,Female,20 to 24,NA
Leprosy,Female,25 to 29,NA
Leprosy,Female,30 to 34,NA
Leprosy,Female,35 to 39,NA
Leprosy,Female,40 to 44,NA
Leprosy,Female,45 to 49,NA
Leprosy,Female,05 to 09,NA
Leprosy,Female,50 to 54,NA
Leprosy,Female,55 to 59,NA
Leprosy,Female,60 to 64,NA
Leprosy,Female,65 to 69,NA
Leprosy,Female,70 to 74,NA
Leprosy,Female,75 to 79,NA
Leprosy,Female,80 plus,NA
Leprosy,Female,0 to 04,NA
Leprosy,Male,10 to 14,NA
Leprosy,Male,15 to 19,NA
Leprosy,Male,20 to 24,NA
Leprosy,Male,25 to 29,NA
Leprosy,Male,30 to 34,NA
Leprosy,Male,35 to 39,NA
Leprosy,Male,40 to 44,NA
Leprosy,Male,45 to 49,NA
Leprosy,Male,05 to 09,NA
Leprosy,Male,50 to 54,NA
Leprosy,Male,55 to 59,NA
Leprosy,Male,60 to 64,NA
Leprosy,Male,65 to 69,NA
Leprosy,Male,70 to 74,NA
Leprosy,Male,75 to 79,NA
Leprosy,Male,80 plus,NA
Leprosy,Male,0 to 04,NA
Leukemia,Female,10 to 14,461.9236225
Leukemia,Female,15 to 19,614.8585463
Leukemia,Female,20 to 24,484.5802901
Leukemia,Female,25 to 29,581.0011151
Leukemia,Female,30 to 34,656.0565731
Leukemia,Female,35 to 39,634.4195535
Leukemia,Female,40 to 44,527.8370402
Leukemia,Female,45 to 49,784.9499373
Leukemia,Female,05 to 09,449.1046593
Leukemia,Female,50 to 54,881.7607411
Leukemia,Female,55 to 59,871.9603989
Leukemia,Female,60 to 64,904.0147474
Leukemia,Female,65 to 69,902.6533546
Leukemia,Female,70 to 74,609.7802263
Leukemia,Female,75 to 79,472.3821684
Leukemia,Female,80 plus,545.4045542
Leukemia,Female,0 to 04,417.6425292
Leukemia,Male,10 to 14,760.8181076
Leukemia,Male,15 to 19,1126.343233
Leukemia,Male,20 to 24,1075.080972
Leukemia,Male,25 to 29,1013.973835
Leukemia,Male,30 to 34,772.3293784
Leukemia,Male,35 to 39,809.9267133
Leukemia,Male,40 to 44,714.7061304
Leukemia,Male,45 to 49,741.3226918
Leukemia,Male,05 to 09,669.2543438
Leukemia,Male,50 to 54,774.5116988
Leukemia,Male,55 to 59,1187.219591
Leukemia,Male,60 to 64,1019.00216
Leukemia,Male,65 to 69,1032.806627
Leukemia,Male,70 to 74,801.8860553
Leukemia,Male,75 to 79,510.323106
Leukemia,Male,80 plus,580.244729
Leukemia,Male,0 to 04,341.3582464
Lip and oral cavity cancer,Female,15 to 19,21.54026212
Lip and oral cavity cancer,Female,20 to 24,46.82520968
Lip and oral cavity cancer,Female,25 to 29,138.0613595
Lip and oral cavity cancer,Female,30 to 34,268.4310146
Lip and oral cavity cancer,Female,35 to 39,439.1889143
Lip and oral cavity cancer,Female,40 to 44,730.4691352
Lip and oral cavity cancer,Female,45 to 49,1151.4091
Lip and oral cavity cancer,Female,50 to 54,1582.281317
Lip and oral cavity cancer,Female,55 to 59,1990.189442
Lip and oral cavity cancer,Female,60 to 64,2347.682315
Lip and oral cavity cancer,Female,65 to 69,2125.62555
Lip and oral cavity cancer,Female,70 to 74,1685.945071
Lip and oral cavity cancer,Female,75 to 79,1471.201933
Lip and oral cavity cancer,Female,80 plus,1719.664302
Lip and oral cavity cancer,Male,15 to 19,103.2636199
Lip and oral cavity cancer,Male,20 to 24,55.70804346
Lip and oral cavity cancer,Male,25 to 29,183.7361277
Lip and oral cavity cancer,Male,30 to 34,554.8626017
Lip and oral cavity cancer,Male,35 to 39,956.1927399
Lip and oral cavity cancer,Male,40 to 44,1213.965577
Lip and oral cavity cancer,Male,45 to 49,1951.594569
Lip and oral cavity cancer,Male,50 to 54,2279.280109
Lip and oral cavity cancer,Male,55 to 59,2892.970414
Lip and oral cavity cancer,Male,60 to 64,2899.330744
Lip and oral cavity cancer,Male,65 to 69,2489.70022
Lip and oral cavity cancer,Male,70 to 74,2731.791238
Lip and oral cavity cancer,Male,75 to 79,1500.175293
Lip and oral cavity cancer,Male,80 plus,2537.55031
Liver cancer,Female,10 to 14,37.86535864
Liver cancer,Female,15 to 19,88.37129415
Liver cancer,Female,20 to 24,55.06732088
Liver cancer,Female,25 to 29,233.7949447
Liver cancer,Female,30 to 34,348.4857808
Liver cancer,Female,35 to 39,534.4985899
Liver cancer,Female,40 to 44,914.7843704
Liver cancer,Female,45 to 49,1612.497292
Liver cancer,Female,05 to 09,37.35507155
Liver cancer,Female,50 to 54,2366.819614
Liver cancer,Female,55 to 59,3613.500357
Liver cancer,Female,60 to 64,4142.692789
Liver cancer,Female,65 to 69,4277.412908
Liver cancer,Female,70 to 74,4020.278969
Liver cancer,Female,75 to 79,1979.469361
Liver cancer,Female,80 plus,1969.639634
Liver cancer,Male,10 to 14,33.05986858
Liver cancer,Male,15 to 19,66.08508533
Liver cancer,Male,20 to 24,142.0791258
Liver cancer,Male,25 to 29,343.5175693
Liver cancer,Male,30 to 34,552.1833018
Liver cancer,Male,35 to 39,853.8170626
Liver cancer,Male,40 to 44,1341.577145
Liver cancer,Male,45 to 49,2357.201165
Liver cancer,Male,05 to 09,42.08471027
Liver cancer,Male,50 to 54,3937.233466
Liver cancer,Male,55 to 59,5549.094645
Liver cancer,Male,60 to 64,6378.103306
Liver cancer,Male,65 to 69,6159.834514
Liver cancer,Male,70 to 74,5515.358283
Liver cancer,Male,75 to 79,4519.122936
Liver cancer,Male,80 plus,2834.546846
Low back and neck pain,Female,10 to 14,NA
Low back and neck pain,Female,15 to 19,NA
Low back and neck pain,Female,20 to 24,NA
Low back and neck pain,Female,25 to 29,NA
Low back and neck pain,Female,30 to 34,NA
Low back and neck pain,Female,35 to 39,NA
Low back and neck pain,Female,40 to 44,NA
Low back and neck pain,Female,45 to 49,NA
Low back and neck pain,Female,05 to 09,NA
Low back and neck pain,Female,50 to 54,NA
Low back and neck pain,Female,55 to 59,NA
Low back and neck pain,Female,60 to 64,NA
Low back and neck pain,Female,65 to 69,NA
Low back and neck pain,Female,70 to 74,NA
Low back and neck pain,Female,75 to 79,NA
Low back and neck pain,Female,80 plus,NA
Low back and neck pain,Male,10 to 14,NA
Low back and neck pain,Male,15 to 19,NA
Low back and neck pain,Male,20 to 24,NA
Low back and neck pain,Male,25 to 29,NA
Low back and neck pain,Male,30 to 34,NA
Low back and neck pain,Male,35 to 39,NA
Low back and neck pain,Male,40 to 44,NA
Low back and neck pain,Male,45 to 49,NA
Low back and neck pain,Male,05 to 09,NA
Low back and neck pain,Male,50 to 54,NA
Low back and neck pain,Male,55 to 59,NA
Low back and neck pain,Male,60 to 64,NA
Low back and neck pain,Male,65 to 69,NA
Low back and neck pain,Male,70 to 74,NA
Low back and neck pain,Male,75 to 79,NA
Low back and neck pain,Male,80 plus,NA
Lower respiratory infections,Female,10 to 14,2899.925307
Lower respiratory infections,Female,15 to 19,2393.217307
Lower respiratory infections,Female,20 to 24,2699.318343
Lower respiratory infections,Female,25 to 29,2342.374886
Lower respiratory infections,Female,30 to 34,1948.026712
Lower respiratory infections,Female,35 to 39,2278.394757
Lower respiratory infections,Female,40 to 44,2710.464063
Lower respiratory infections,Female,45 to 49,3664.05732
Lower respiratory infections,Female,05 to 09,5996.486964
Lower respiratory infections,Female,50 to 54,4493.390413
Lower respiratory infections,Female,55 to 59,5504.648304
Lower respiratory infections,Female,60 to 64,7610.831642
Lower respiratory infections,Female,65 to 69,9431.8957
Lower respiratory infections,Female,70 to 74,12749.53903
Lower respiratory infections,Female,75 to 79,13842.19711
Lower respiratory infections,Female,80 plus,27584.29723
Lower respiratory infections,Female,0 to 04,83334.08219
Lower respiratory infections,Male,10 to 14,2808.307159
Lower respiratory infections,Male,15 to 19,3676.800673
Lower respiratory infections,Male,20 to 24,3078.389853
Lower respiratory infections,Male,25 to 29,3392.238262
Lower respiratory infections,Male,30 to 34,4044.342091
Lower respiratory infections,Male,35 to 39,4907.676461
Lower respiratory infections,Male,40 to 44,4716.760981
Lower respiratory infections,Male,45 to 49,7088.344845
Lower respiratory infections,Male,05 to 09,5607.657097
Lower respiratory infections,Male,50 to 54,8611.555449
Lower respiratory infections,Male,55 to 59,10514.65647
Lower respiratory infections,Male,60 to 64,11794.44856
Lower respiratory infections,Male,65 to 69,13137.28415
Lower respiratory infections,Male,70 to 74,15350.51704
Lower respiratory infections,Male,75 to 79,15489.31288
Lower respiratory infections,Male,80 plus,26678.97447
Lower respiratory infections,Male,0 to 04,71549.83569
Lymphatic filariasis,Female,10 to 14,NA
Lymphatic filariasis,Female,15 to 19,NA
Lymphatic filariasis,Female,20 to 24,NA
Lymphatic filariasis,Female,25 to 29,NA
Lymphatic filariasis,Female,30 to 34,NA
Lymphatic filariasis,Female,35 to 39,NA
Lymphatic filariasis,Female,40 to 44,NA
Lymphatic filariasis,Female,45 to 49,NA
Lymphatic filariasis,Female,05 to 09,NA
Lymphatic filariasis,Female,50 to 54,NA
Lymphatic filariasis,Female,55 to 59,NA
Lymphatic filariasis,Female,60 to 64,NA
Lymphatic filariasis,Female,65 to 69,NA
Lymphatic filariasis,Female,70 to 74,NA
Lymphatic filariasis,Female,75 to 79,NA
Lymphatic filariasis,Female,80 plus,NA
Lymphatic filariasis,Male,10 to 14,NA
Lymphatic filariasis,Male,15 to 19,NA
Lymphatic filariasis,Male,20 to 24,NA
Lymphatic filariasis,Male,25 to 29,NA
Lymphatic filariasis,Male,30 to 34,NA
Lymphatic filariasis,Male,35 to 39,NA
Lymphatic filariasis,Male,40 to 44,NA
Lymphatic filariasis,Male,45 to 49,NA
Lymphatic filariasis,Male,05 to 09,NA
Lymphatic filariasis,Male,50 to 54,NA
Lymphatic filariasis,Male,55 to 59,NA
Lymphatic filariasis,Male,60 to 64,NA
Lymphatic filariasis,Male,65 to 69,NA
Lymphatic filariasis,Male,70 to 74,NA
Lymphatic filariasis,Male,75 to 79,NA
Lymphatic filariasis,Male,80 plus,NA
Malaria,Female,10 to 14,2672.559614
Malaria,Female,15 to 19,3506.944617
Malaria,Female,20 to 24,2948.655822
Malaria,Female,25 to 29,2723.925109
Malaria,Female,30 to 34,2241.504965
Malaria,Female,35 to 39,2483.231546
Malaria,Female,40 to 44,2077.12715
Malaria,Female,45 to 49,2820.363621
Malaria,Female,05 to 09,3550.323774
Malaria,Female,50 to 54,3181.280239
Malaria,Female,55 to 59,5231.695442
Malaria,Female,60 to 64,5382.878099
Malaria,Female,65 to 69,4406.932997
Malaria,Female,70 to 74,5769.130448
Malaria,Female,75 to 79,3593.548357
Malaria,Female,80 plus,3401.82122
Malaria,Female,0 to 04,6151.149784
Malaria,Male,10 to 14,1847.499498
Malaria,Male,15 to 19,2418.183347
Malaria,Male,20 to 24,2748.321258
Malaria,Male,25 to 29,2819.738442
Malaria,Male,30 to 34,2651.396647
Malaria,Male,35 to 39,3155.106351
Malaria,Male,40 to 44,2506.731625
Malaria,Male,45 to 49,3896.711993
Malaria,Male,05 to 09,2203.310772
Malaria,Male,50 to 54,3577.005973
Malaria,Male,55 to 59,4855.594747
Malaria,Male,60 to 64,4838.237014
Malaria,Male,65 to 69,3532.575515
Malaria,Male,70 to 74,4119.077609
Malaria,Male,75 to 79,2879.443009
Malaria,Male,80 plus,2828.806174
Malaria,Male,0 to 04,3301.590695
Malignant skin melanoma,Female,15 to 19,29.03661938
Malignant skin melanoma,Female,20 to 24,265.601568
Malignant skin melanoma,Female,25 to 29,81.30815705
Malignant skin melanoma,Female,30 to 34,79.58768246
Malignant skin melanoma,Female,35 to 39,116.1244713
Malignant skin melanoma,Female,40 to 44,321.2367689
Malignant skin melanoma,Female,45 to 49,125.2929483
Malignant skin melanoma,Female,50 to 54,255.3911812
Malignant skin melanoma,Female,55 to 59,236.171615
Malignant skin melanoma,Female,60 to 64,88.59835339
Malignant skin melanoma,Female,65 to 69,34.97557346
Malignant skin melanoma,Female,70 to 74,37.93845158
Malignant skin melanoma,Female,75 to 79,60.80493425
Malignant skin melanoma,Female,80 plus,195.8624261
Malignant skin melanoma,Male,15 to 19,25.01176355
Malignant skin melanoma,Male,20 to 24,277.2548862
Malignant skin melanoma,Male,25 to 29,304.2397787
Malignant skin melanoma,Male,30 to 34,54.67308607
Malignant skin melanoma,Male,35 to 39,154.7930198
Malignant skin melanoma,Male,40 to 44,42.80782038
Malignant skin melanoma,Male,45 to 49,51.68290734
Malignant skin melanoma,Male,50 to 54,45.10527805
Malignant skin melanoma,Male,55 to 59,261.7807619
Malignant skin melanoma,Male,60 to 64,256.6062779
Malignant skin melanoma,Male,65 to 69,44.62015102
Malignant skin melanoma,Male,70 to 74,40.82537486
Malignant skin melanoma,Male,75 to 79,408.0346701
Malignant skin melanoma,Male,80 plus,255.1159889
Maternal deaths aggravated by HIV/AIDS,Female,15 to 19,2.26798989
Maternal deaths aggravated by HIV/AIDS,Female,20 to 24,2.832353712
Maternal deaths aggravated by HIV/AIDS,Female,25 to 29,5.148065694
Maternal deaths aggravated by HIV/AIDS,Female,30 to 34,5.755232695
Maternal deaths aggravated by HIV/AIDS,Female,35 to 39,4.797487764
Maternal deaths aggravated by HIV/AIDS,Female,40 to 44,1.954066196
Maternal deaths aggravated by HIV/AIDS,Female,45 to 49,0.41497228
Maternal hemorrhage,Female,10 to 14,3.229575363
Maternal hemorrhage,Female,15 to 19,1156.382997
Maternal hemorrhage,Female,20 to 24,2276.752922
Maternal hemorrhage,Female,25 to 29,2353.727375
Maternal hemorrhage,Female,30 to 34,2049.542634
Maternal hemorrhage,Female,35 to 39,1860.567987
Maternal hemorrhage,Female,40 to 44,714.1768076
Maternal hemorrhage,Female,45 to 49,127.4601684
Maternal hypertensive disorders,Female,10 to 14,8.469966896
Maternal hypertensive disorders,Female,15 to 19,1199.445134
Maternal hypertensive disorders,Female,20 to 24,1579.399332
Maternal hypertensive disorders,Female,25 to 29,1289.617359
Maternal hypertensive disorders,Female,30 to 34,887.9257668
Maternal hypertensive disorders,Female,35 to 39,689.8958568
Maternal hypertensive disorders,Female,40 to 44,299.3564389
Maternal hypertensive disorders,Female,45 to 49,89.11005394
Maternal sepsis and other maternal infections,Female,10 to 14,3.467730043
Maternal sepsis and other maternal infections,Female,15 to 19,1133.437038
Maternal sepsis and other maternal infections,Female,20 to 24,1719.847772
Maternal sepsis and other maternal infections,Female,25 to 29,1451.568377
Maternal sepsis and other maternal infections,Female,30 to 34,1162.938992
Maternal sepsis and other maternal infections,Female,35 to 39,1081.438084
Maternal sepsis and other maternal infections,Female,40 to 44,528.7038922
Maternal sepsis and other maternal infections,Female,45 to 49,154.7176247
Measles,Female,10 to 14,110.410671
Measles,Female,15 to 19,46.5326438
Measles,Female,20 to 24,25.64856228
Measles,Female,25 to 29,15.00729015
Measles,Female,30 to 34,9.588993365
Measles,Female,35 to 39,5.939135809
Measles,Female,40 to 44,3.690115979
Measles,Female,45 to 49,2.375658599
Measles,Female,05 to 09,388.7975397
Measles,Female,50 to 54,1.902409678
Measles,Female,55 to 59,1.556056794
Measles,Female,0 to 04,3775.507831
Measles,Male,10 to 14,106.7852971
Measles,Male,15 to 19,40.11306391
Measles,Male,20 to 24,20.07825024
Measles,Male,25 to 29,9.99777693
Measles,Male,30 to 34,6.431098593
Measles,Male,35 to 39,4.309358256
Measles,Male,40 to 44,3.344973322
Measles,Male,45 to 49,2.737282222
Measles,Male,05 to 09,367.5173318
Measles,Male,50 to 54,2.213849223
Measles,Male,55 to 59,2.6495531
Measles,Male,0 to 04,3650.937816
Medication overuse headache,Female,10 to 14,NA
Medication overuse headache,Female,15 to 19,NA
Medication overuse headache,Female,20 to 24,NA
Medication overuse headache,Female,25 to 29,NA
Medication overuse headache,Female,30 to 34,NA
Medication overuse headache,Female,35 to 39,NA
Medication overuse headache,Female,40 to 44,NA
Medication overuse headache,Female,45 to 49,NA
Medication overuse headache,Female,05 to 09,NA
Medication overuse headache,Female,50 to 54,NA
Medication overuse headache,Female,55 to 59,NA
Medication overuse headache,Female,60 to 64,NA
Medication overuse headache,Female,65 to 69,NA
Medication overuse headache,Female,70 to 74,NA
Medication overuse headache,Female,75 to 79,NA
Medication overuse headache,Female,80 plus,NA
Medication overuse headache,Male,10 to 14,NA
Medication overuse headache,Male,15 to 19,NA
Medication overuse headache,Male,20 to 24,NA
Medication overuse headache,Male,25 to 29,NA
Medication overuse headache,Male,30 to 34,NA
Medication overuse headache,Male,35 to 39,NA
Medication overuse headache,Male,40 to 44,NA
Medication overuse headache,Male,45 to 49,NA
Medication overuse headache,Male,05 to 09,NA
Medication overuse headache,Male,50 to 54,NA
Medication overuse headache,Male,55 to 59,NA
Medication overuse headache,Male,60 to 64,NA
Medication overuse headache,Male,65 to 69,NA
Medication overuse headache,Male,70 to 74,NA
Medication overuse headache,Male,75 to 79,NA
Medication overuse headache,Male,80 plus,NA
Meningitis,Female,10 to 14,727.0066779
Meningitis,Female,15 to 19,697.7072788
Meningitis,Female,20 to 24,1012.812285
Meningitis,Female,25 to 29,636.9004396
Meningitis,Female,30 to 34,425.3759049
Meningitis,Female,35 to 39,415.3573372
Meningitis,Female,40 to 44,1461.622767
Meningitis,Female,45 to 49,2149.179447
Meningitis,Female,05 to 09,790.0039277
Meningitis,Female,50 to 54,2060.519621
Meningitis,Female,55 to 59,2910.493746
Meningitis,Female,60 to 64,2073.407817
Meningitis,Female,65 to 69,318.5753435
Meningitis,Female,70 to 74,2112.97245
Meningitis,Female,75 to 79,1539.335614
Meningitis,Female,80 plus,1552.308064
Meningitis,Female,0 to 04,4996.418867
Meningitis,Male,10 to 14,504.6532361
Meningitis,Male,15 to 19,1105.455453
Meningitis,Male,20 to 24,1029.188779
Meningitis,Male,25 to 29,1059.752377
Meningitis,Male,30 to 34,882.7070436
Meningitis,Male,35 to 39,1367.851971
Meningitis,Male,40 to 44,2657.640513
Meningitis,Male,45 to 49,3517.161385
Meningitis,Male,05 to 09,761.5044273
Meningitis,Male,50 to 54,3506.278411
Meningitis,Male,55 to 59,3589.770818
Meningitis,Male,60 to 64,1745.490944
Meningitis,Male,65 to 69,859.1475139
Meningitis,Male,70 to 74,2131.675432
Meningitis,Male,75 to 79,1296.841146
Meningitis,Male,80 plus,833.0582573
Meningitis,Male,0 to 04,3662.407619
Mesothelioma,Female,15 to 19,5.717538194
Mesothelioma,Female,20 to 24,5.721491435
Mesothelioma,Female,25 to 29,5.830542094
Mesothelioma,Female,30 to 34,5.065897688
Mesothelioma,Female,35 to 39,4.699589663
Mesothelioma,Female,40 to 44,4.665534732
Mesothelioma,Female,45 to 49,11.51801897
Mesothelioma,Female,50 to 54,15.20171106
Mesothelioma,Female,55 to 59,15.90033827
Mesothelioma,Female,60 to 64,13.930244
Mesothelioma,Female,65 to 69,10.65521034
Mesothelioma,Female,70 to 74,13.34985755
Mesothelioma,Female,75 to 79,9.155562586
Mesothelioma,Female,80 plus,11.73409611
Mesothelioma,Male,15 to 19,10.54600413
