cause_name,sex,age,ylds
Leprosy,Female,05 to 09,2.028904643
Leprosy,Female,50 to 54,242.8721528
Leprosy,Female,55 to 59,282.7789992
Leprosy,Female,60 to 64,288.809569
Leprosy,Female,65 to 69,265.3201478
Leprosy,Female,70 to 74,250.7282947
Leprosy,Female,75 to 79,210.8900036
Leprosy,Female,80 plus,245.8498107
Leprosy,Female,0 to 04,0.593568945
Leprosy,Male,10 to 14,34.2148286
Leprosy,Male,15 to 19,89.6644484
Leprosy,Male,20 to 24,196.1771662
Leprosy,Male,25 to 29,345.8401451
Leprosy,Male,30 to 34,577.9137308
Leprosy,Male,35 to 39,835.762431
Leprosy,Male,40 to 44,1150.054511
Leprosy,Male,45 to 49,1470.697795
Leprosy,Male,05 to 09,7.753340603
Leprosy,Male,50 to 54,1780.958948
Leprosy,Male,55 to 59,2106.642592
Leprosy,Male,60 to 64,2139.982033
Leprosy,Male,65 to 69,1866.333101
Leprosy,Male,70 to 74,1735.418447
Leprosy,Male,75 to 79,1399.593525
Leprosy,Male,80 plus,1659.773361
Leprosy,Male,0 to 04,1.987599215
Leukemia,Female,10 to 14,376.6730965
Leukemia,Female,15 to 19,412.1677546
Leukemia,Female,20 to 24,328.7595199
Leukemia,Female,25 to 29,388.3560264
Leukemia,Female,30 to 34,460.0345724
Leukemia,Female,35 to 39,451.6077302
Leukemia,Female,40 to 44,385.2555956
Leukemia,Female,45 to 49,594.3555533
Leukemia,Female,05 to 09,387.7114298
Leukemia,Female,50 to 54,685.7036918
Leukemia,Female,55 to 59,645.0946996
Leukemia,Female,60 to 64,655.7164568
Leukemia,Female,65 to 69,552.1357977
Leukemia,Female,70 to 74,338.191042
Leukemia,Female,75 to 79,245.7100966
Leukemia,Female,80 plus,266.4064137
Leukemia,Female,0 to 04,694.3595589
Leukemia,Male,10 to 14,763.4249029
Leukemia,Male,15 to 19,982.1691479
Leukemia,Male,20 to 24,764.5566299
Leukemia,Male,25 to 29,827.1993564
Leukemia,Male,30 to 34,664.6743868
Leukemia,Male,35 to 39,717.1567129
Leukemia,Male,40 to 44,692.8187379
Leukemia,Male,45 to 49,753.6763919
Leukemia,Male,05 to 09,607.7358522
Leukemia,Male,50 to 54,833.2724137
Leukemia,Male,55 to 59,1106.121417
Leukemia,Male,60 to 64,836.3207652
Leukemia,Male,65 to 69,800.3525626
Leukemia,Male,70 to 74,560.4194184
Leukemia,Male,75 to 79,311.6639915
Leukemia,Male,80 plus,305.7027223
Leukemia,Male,0 to 04,739.3887175
Lip and oral cavity cancer,Female,15 to 19,52.44742258
Lip and oral cavity cancer,Female,20 to 24,98.6342284
Lip and oral cavity cancer,Female,25 to 29,262.2876632
Lip and oral cavity cancer,Female,30 to 34,460.4747806
Lip and oral cavity cancer,Female,35 to 39,728.0062543
Lip and oral cavity cancer,Female,40 to 44,1079.153742
Lip and oral cavity cancer,Female,45 to 49,1752.218206
Lip and oral cavity cancer,Female,50 to 54,2419.134512
Lip and oral cavity cancer,Female,55 to 59,3064.983309
Lip and oral cavity cancer,Female,60 to 64,3391.286258
Lip and oral cavity cancer,Female,65 to 69,2909.548207
Lip and oral cavity cancer,Female,70 to 74,2091.82059
Lip and oral cavity cancer,Female,75 to 79,1533.025776
Lip and oral cavity cancer,Female,80 plus,1227.245036
Lip and oral cavity cancer,Male,15 to 19,239.1097144
Lip and oral cavity cancer,Male,20 to 24,175.7022028
Lip and oral cavity cancer,Male,25 to 29,516.5377133
Lip and oral cavity cancer,Male,30 to 34,1411.95271
Lip and oral cavity cancer,Male,35 to 39,2372.037582
Lip and oral cavity cancer,Male,40 to 44,3083.067799
Lip and oral cavity cancer,Male,45 to 49,4318.133256
Lip and oral cavity cancer,Male,50 to 54,4962.351976
Lip and oral cavity cancer,Male,55 to 59,5892.702145
Lip and oral cavity cancer,Male,60 to 64,5581.298584
Lip and oral cavity cancer,Male,65 to 69,4632.952221
Lip and oral cavity cancer,Male,70 to 74,4543.942715
Lip and oral cavity cancer,Male,75 to 79,2049.372218
Lip and oral cavity cancer,Male,80 plus,3197.802289
Liver cancer,Female,10 to 14,10.39701429
Liver cancer,Female,15 to 19,21.28291474
Liver cancer,Female,20 to 24,13.90038775
Liver cancer,Female,25 to 29,57.58857339
Liver cancer,Female,30 to 34,80.6882352
Liver cancer,Female,35 to 39,122.705378
Liver cancer,Female,40 to 44,204.3794141
Liver cancer,Female,45 to 49,371.1146207
Liver cancer,Female,05 to 09,11.47328982
Liver cancer,Female,50 to 54,548.032814
Liver cancer,Female,55 to 59,830.2793176
Liver cancer,Female,60 to 64,918.0532682
Liver cancer,Female,65 to 69,926.1547671
Liver cancer,Female,70 to 74,839.8166269
Liver cancer,Female,75 to 79,396.4796325
Liver cancer,Female,80 plus,390.5103576
Liver cancer,Male,10 to 14,7.318227355
Liver cancer,Male,15 to 19,15.92546976
Liver cancer,Male,20 to 24,32.83815506
Liver cancer,Male,25 to 29,76.42682484
Liver cancer,Male,30 to 34,123.5609682
Liver cancer,Male,35 to 39,190.1654568
Liver cancer,Male,40 to 44,315.1846833
Liver cancer,Male,45 to 49,554.4140778
Liver cancer,Male,05 to 09,9.817285064
Liver cancer,Male,50 to 54,893.714847
Liver cancer,Male,55 to 59,1239.386699
Liver cancer,Male,60 to 64,1394.416596
Liver cancer,Male,65 to 69,1336.355739
Liver cancer,Male,70 to 74,1170.330044
Liver cancer,Male,75 to 79,865.8639224
Liver cancer,Male,80 plus,537.6849817
Low back and neck pain,Female,10 to 14,140939.5539
Low back and neck pain,Female,15 to 19,298431.5283
Low back and neck pain,Female,20 to 24,434475.6813
Low back and neck pain,Female,25 to 29,536826.7972
Low back and neck pain,Female,30 to 34,606190.5485
Low back and neck pain,Female,35 to 39,650382.8919
Low back and neck pain,Female,40 to 44,649452.1777
Low back and neck pain,Female,45 to 49,627338.653
Low back and neck pain,Female,05 to 09,28854.21778
Low back and neck pain,Female,50 to 54,580746.2319
Low back and neck pain,Female,55 to 59,521775.2023
Low back and neck pain,Female,60 to 64,413807.3719
Low back and neck pain,Female,65 to 69,294473.0236
Low back and neck pain,Female,70 to 74,220033.8387
Low back and neck pain,Female,75 to 79,144473.3974
Low back and neck pain,Female,80 plus,119518.755
Low back and neck pain,Male,10 to 14,189900.6065
Low back and neck pain,Male,15 to 19,420895.2501
Low back and neck pain,Male,20 to 24,588040.4993
Low back and neck pain,Male,25 to 29,676573.3659
Low back and neck pain,Male,30 to 34,717788.1208
Low back and neck pain,Male,35 to 39,720633.6999
Low back and neck pain,Male,40 to 44,698959.3729
Low back and neck pain,Male,45 to 49,668591.1842
Low back and neck pain,Male,05 to 09,34320.63127
Low back and neck pain,Male,50 to 54,612452.6504
Low back and neck pain,Male,55 to 59,546710.2308
Low back and neck pain,Male,60 to 64,421460.0863
Low back and neck pain,Male,65 to 69,281012.6327
Low back and neck pain,Male,70 to 74,200623.2148
Low back and neck pain,Male,75 to 79,124194.8762
Low back and neck pain,Male,80 plus,101664.9884
Lower respiratory infections,Female,10 to 14,1076.088556
Lower respiratory infections,Female,15 to 19,735.3418005
Lower respiratory infections,Female,20 to 24,536.1935357
Lower respiratory infections,Female,25 to 29,473.2493022
Lower respiratory infections,Female,30 to 34,407.1802354
Lower respiratory infections,Female,35 to 39,332.327957
Lower respiratory infections,Female,40 to 44,341.8502718
Lower respiratory infections,Female,45 to 49,409.8796664
Lower respiratory infections,Female,05 to 09,1503.409825
Lower respiratory infections,Female,50 to 54,445.5100562
Lower respiratory infections,Female,55 to 59,447.7611126
Lower respiratory infections,Female,60 to 64,407.0183517
Lower respiratory infections,Female,65 to 69,317.0123681
Lower respiratory infections,Female,70 to 74,465.1401249
Lower respiratory infections,Female,75 to 79,635.043113
Lower respiratory infections,Female,80 plus,1167.415004
Lower respiratory infections,Female,0 to 04,13952.00768
Lower respiratory infections,Male,10 to 14,1358.378888
Lower respiratory infections,Male,15 to 19,932.8782033
Lower respiratory infections,Male,20 to 24,676.3561791
Lower respiratory infections,Male,25 to 29,618.8920488
Lower respiratory infections,Male,30 to 34,564.0004588
Lower respiratory infections,Male,35 to 39,491.2881777
Lower respiratory infections,Male,40 to 44,494.3020573
Lower respiratory infections,Male,45 to 49,616.4905849
Lower respiratory infections,Male,05 to 09,1942.199255
Lower respiratory infections,Male,50 to 54,650.0615825
Lower respiratory infections,Male,55 to 59,675.4334343
Lower respiratory infections,Male,60 to 64,558.5883593
Lower respiratory infections,Male,65 to 69,412.4070489
Lower respiratory infections,Male,70 to 74,503.3500268
Lower respiratory infections,Male,75 to 79,589.2826898
Lower respiratory infections,Male,80 plus,1003.27675
Lower respiratory infections,Male,0 to 04,16614.71053
Lymphatic filariasis,Female,10 to 14,2407.281733
Lymphatic filariasis,Female,15 to 19,4941.955847
Lymphatic filariasis,Female,20 to 24,7200.461431
Lymphatic filariasis,Female,25 to 29,8902.934474
Lymphatic filariasis,Female,30 to 34,9735.500551
Lymphatic filariasis,Female,35 to 39,10053.91767
Lymphatic filariasis,Female,40 to 44,10055.39553
Lymphatic filariasis,Female,45 to 49,9752.371343
Lymphatic filariasis,Female,05 to 09,518.2384817
Lymphatic filariasis,Female,50 to 54,9057.944804
Lymphatic filariasis,Female,55 to 59,7990.724428
Lymphatic filariasis,Female,60 to 64,6438.409302
Lymphatic filariasis,Female,65 to 69,4848.675417
Lymphatic filariasis,Female,70 to 74,3951.686355
Lymphatic filariasis,Female,75 to 79,2838.900672
Lymphatic filariasis,Female,80 plus,2576.911857
Lymphatic filariasis,Male,10 to 14,12972.23311
Lymphatic filariasis,Male,15 to 19,29011.31927
Lymphatic filariasis,Male,20 to 24,40486.9284
Lymphatic filariasis,Male,25 to 29,46439.79917
Lymphatic filariasis,Male,30 to 34,50391.38582
Lymphatic filariasis,Male,35 to 39,52166.85782
Lymphatic filariasis,Male,40 to 44,51379.60744
Lymphatic filariasis,Male,45 to 49,49212.92869
Lymphatic filariasis,Male,05 to 09,2817.399027
Lymphatic filariasis,Male,50 to 54,44182.14983
Lymphatic filariasis,Male,55 to 59,38190.59328
Lymphatic filariasis,Male,60 to 64,28853.34931
Lymphatic filariasis,Male,65 to 69,19217.83735
Lymphatic filariasis,Male,70 to 74,13861.89731
Lymphatic filariasis,Male,75 to 79,8775.994615
Lymphatic filariasis,Male,80 plus,7321.540703
Malaria,Female,10 to 14,79462.46559
Malaria,Female,15 to 19,46216.85056
Malaria,Female,20 to 24,38903.31819
Malaria,Female,25 to 29,37448.75757
Malaria,Female,30 to 34,34665.37974
Malaria,Female,35 to 39,30475.34097
Malaria,Female,40 to 44,26187.2039
Malaria,Female,45 to 49,21049.04881
Malaria,Female,05 to 09,54637.22995
Malaria,Female,50 to 54,13049.36879
Malaria,Female,55 to 59,9827.707473
Malaria,Female,60 to 64,6967.601428
Malaria,Female,65 to 69,4074.963898
Malaria,Female,70 to 74,2834.625098
Malaria,Female,75 to 79,1657.335226
Malaria,Female,80 plus,527.096043
Malaria,Female,0 to 04,5408.154566
Malaria,Male,10 to 14,48871.05269
Malaria,Male,15 to 19,10725.136
Malaria,Male,20 to 24,6863.708047
Malaria,Male,25 to 29,6325.798654
Malaria,Male,30 to 34,6070.259856
Malaria,Male,35 to 39,5605.3408
Malaria,Male,40 to 44,5305.965003
Malaria,Male,45 to 49,4899.898604
Malaria,Male,05 to 09,36344.28467
Malaria,Male,50 to 54,4345.198335
Malaria,Male,55 to 59,3744.242593
Malaria,Male,60 to 64,2886.526695
Malaria,Male,65 to 69,1676.739337
Malaria,Male,70 to 74,1245.821881
Malaria,Male,75 to 79,747.9003765
Malaria,Male,80 plus,529.9821583
Malaria,Male,0 to 04,4614.511095
Malignant skin melanoma,Female,15 to 19,229.6045559
Malignant skin melanoma,Female,20 to 24,1848.507431
Malignant skin melanoma,Female,25 to 29,580.7062947
Malignant skin melanoma,Female,30 to 34,449.7274178
Malignant skin melanoma,Female,35 to 39,540.5719982
Malignant skin melanoma,Female,40 to 44,1149.091738
Malignant skin melanoma,Female,45 to 49,277.570569
Malignant skin melanoma,Female,50 to 54,446.4860123
Malignant skin melanoma,Female,55 to 59,414.3313687
Malignant skin melanoma,Female,60 to 64,150.1304456
Malignant skin melanoma,Female,65 to 69,59.91531395
Malignant skin melanoma,Female,70 to 74,72.25178319
Malignant skin melanoma,Female,75 to 79,102.6425909
Malignant skin melanoma,Female,80 plus,259.0129923
Malignant skin melanoma,Male,15 to 19,167.7788231
Malignant skin melanoma,Male,20 to 24,1136.579863
Malignant skin melanoma,Male,25 to 29,1298.961195
Malignant skin melanoma,Male,30 to 34,168.3310053
Malignant skin melanoma,Male,35 to 39,420.4900558
Malignant skin melanoma,Male,40 to 44,141.4636387
Malignant skin melanoma,Male,45 to 49,146.2654047
Malignant skin melanoma,Male,50 to 54,134.0231087
Malignant skin melanoma,Male,55 to 59,654.4177272
Malignant skin melanoma,Male,60 to 64,440.9836814
Malignant skin melanoma,Male,65 to 69,79.67701716
Malignant skin melanoma,Male,70 to 74,61.15396644
Malignant skin melanoma,Male,75 to 79,505.7191262
Malignant skin melanoma,Male,80 plus,286.5651902
Maternal deaths aggravated by HIV/AIDS,Female,15 to 19,NA
Maternal deaths aggravated by HIV/AIDS,Female,20 to 24,NA
Maternal deaths aggravated by HIV/AIDS,Female,25 to 29,NA
Maternal deaths aggravated by HIV/AIDS,Female,30 to 34,NA
Maternal deaths aggravated by HIV/AIDS,Female,35 to 39,NA
Maternal deaths aggravated by HIV/AIDS,Female,40 to 44,NA
Maternal deaths aggravated by HIV/AIDS,Female,45 to 49,NA
Maternal hemorrhage,Female,10 to 14,117.8329427
Maternal hemorrhage,Female,15 to 19,1084.074415
Maternal hemorrhage,Female,20 to 24,3961.145481
Maternal hemorrhage,Female,25 to 29,2362.535482
Maternal hemorrhage,Female,30 to 34,1355.905323
Maternal hemorrhage,Female,35 to 39,792.1884753
Maternal hemorrhage,Female,40 to 44,397.7145254
Maternal hemorrhage,Female,45 to 49,160.2260666
Maternal hypertensive disorders,Female,10 to 14,134.4320213
Maternal hypertensive disorders,Female,15 to 19,1134.323825
Maternal hypertensive disorders,Female,20 to 24,6707.500543
Maternal hypertensive disorders,Female,25 to 29,2978.199086
Maternal hypertensive disorders,Female,30 to 34,1456.635089
Maternal hypertensive disorders,Female,35 to 39,1116.924052
Maternal hypertensive disorders,Female,40 to 44,292.7919575
Maternal hypertensive disorders,Female,45 to 49,30.90201601
Maternal sepsis and other maternal infections,Female,10 to 14,77.53701556
Maternal sepsis and other maternal infections,Female,15 to 19,410.0278005
Maternal sepsis and other maternal infections,Female,20 to 24,2175.866504
Maternal sepsis and other maternal infections,Female,25 to 29,1384.85012
Maternal sepsis and other maternal infections,Female,30 to 34,1130.819036
Maternal sepsis and other maternal infections,Female,35 to 39,1087.679438
Maternal sepsis and other maternal infections,Female,40 to 44,745.2685121
Maternal sepsis and other maternal infections,Female,45 to 49,229.6630443
Measles,Female,10 to 14,99.94536719
Measles,Female,15 to 19,37.5482833
Measles,Female,20 to 24,22.08781323
Measles,Female,25 to 29,12.88021675
Measles,Female,30 to 34,8.188867039
Measles,Female,35 to 39,4.999995037
Measles,Female,40 to 44,3.167408565
Measles,Female,45 to 49,2.03063131
Measles,Female,05 to 09,359.0857163
Measles,Female,50 to 54,1.569547294
Measles,Female,55 to 59,1.21721708
Measles,Female,0 to 04,2759.839884
Measles,Male,10 to 14,95.45764574
Measles,Male,15 to 19,32.11288019
Measles,Male,20 to 24,16.31397223
Measles,Male,25 to 29,8.151445171
Measles,Male,30 to 34,5.366386766
Measles,Male,35 to 39,3.563924695
Measles,Male,40 to 44,2.833961673
Measles,Male,45 to 49,2.377395508
Measles,Male,05 to 09,361.5817534
Measles,Male,50 to 54,1.954958843
Measles,Male,55 to 59,2.161098493
Measles,Male,0 to 04,2994.419203
Medication overuse headache,Female,10 to 14,25498.86727
Medication overuse headache,Female,15 to 19,52284.96393
Medication overuse headache,Female,20 to 24,71287.69396
Medication overuse headache,Female,25 to 29,81407.5362
Medication overuse headache,Female,30 to 34,107519.2279
Medication overuse headache,Female,35 to 39,145177.0448
Medication overuse headache,Female,40 to 44,141210.5056
Medication overuse headache,Female,45 to 49,110803.5142
Medication overuse headache,Female,05 to 09,5847.716031
Medication overuse headache,Female,50 to 54,93262.11152
Medication overuse headache,Female,55 to 59,85395.46776
Medication overuse headache,Female,60 to 64,62987.43869
Medication overuse headache,Female,65 to 69,37632.01115
Medication overuse headache,Female,70 to 74,22866.89713
Medication overuse headache,Female,75 to 79,11724.40907
Medication overuse headache,Female,80 plus,9068.447332
Medication overuse headache,Male,10 to 14,15300.77871
Medication overuse headache,Male,15 to 19,30476.27352
Medication overuse headache,Male,20 to 24,39798.11779
Medication overuse headache,Male,25 to 29,42647.39044
Medication overuse headache,Male,30 to 34,56904.65519
Medication overuse headache,Male,35 to 39,78311.90641
Medication overuse headache,Male,40 to 44,76444.60481
Medication overuse headache,Male,45 to 49,59272.08936
Medication overuse headache,Male,05 to 09,3849.900433
Medication overuse headache,Male,50 to 54,47234.68295
Medication overuse headache,Male,55 to 59,40593.50583
Medication overuse headache,Male,60 to 64,27734.24221
Medication overuse headache,Male,65 to 69,14800.0585
Medication overuse headache,Male,70 to 74,8160.519383
Medication overuse headache,Male,75 to 79,3695.136274
Medication overuse headache,Male,80 plus,3500.268755
Meningitis,Female,10 to 14,17612.43035
Meningitis,Female,15 to 19,18736.52256
Meningitis,Female,20 to 24,19880.09569
Meningitis,Female,25 to 29,19278.45156
Meningitis,Female,30 to 34,17400.07487
Meningitis,Female,35 to 39,15750.64413
Meningitis,Female,40 to 44,13617.31751
Meningitis,Female,45 to 49,11641.61206
Meningitis,Female,05 to 09,16456.16082
Meningitis,Female,50 to 54,9443.547746
Meningitis,Female,55 to 59,7769.804069
Meningitis,Female,60 to 64,6087.347425
Meningitis,Female,65 to 69,4512.999902
Meningitis,Female,70 to 74,3384.113287
Meningitis,Female,75 to 79,2167.365047
Meningitis,Female,80 plus,1747.870928
Meningitis,Female,0 to 04,11958.57197
Meningitis,Male,10 to 14,18569.44427
Meningitis,Male,15 to 19,20346.13851
Meningitis,Male,20 to 24,21920.69355
Meningitis,Male,25 to 29,21029.14266
Meningitis,Male,30 to 34,19036.27246
Meningitis,Male,35 to 39,16936.00482
Meningitis,Male,40 to 44,14845.98542
Meningitis,Male,45 to 49,12265.51133
Meningitis,Male,05 to 09,16808.22816
Meningitis,Male,50 to 54,9487.239229
Meningitis,Male,55 to 59,7041.976812
Meningitis,Male,60 to 64,5058.134338
Meningitis,Male,65 to 69,3306.657822
Meningitis,Male,70 to 74,2338.408199
Meningitis,Male,75 to 79,1414.831116
Meningitis,Male,80 plus,1137.356931
Meningitis,Male,0 to 04,11972.89976
Mesothelioma,Female,15 to 19,1.951462476
Mesothelioma,Female,20 to 24,1.950572165
Mesothelioma,Female,25 to 29,1.992290501
Mesothelioma,Female,30 to 34,1.725716391
Mesothelioma,Female,35 to 39,1.60356119
Mesothelioma,Female,40 to 44,1.590006926
Mesothelioma,Female,45 to 49,3.927157571
Mesothelioma,Female,50 to 54,5.189098196
Mesothelioma,Female,55 to 59,5.4150904
Mesothelioma,Female,60 to 64,4.725975923
Mesothelioma,Female,65 to 69,3.606368891
Mesothelioma,Female,70 to 74,4.497605643
Mesothelioma,Female,75 to 79,3.066156307
Mesothelioma,Female,80 plus,3.880046457
Mesothelioma,Male,15 to 19,3.513813597
Mesothelioma,Male,20 to 24,9.399132172
Mesothelioma,Male,25 to 29,4.862056337
Mesothelioma,Male,30 to 34,6.060255176
Mesothelioma,Male,35 to 39,7.730358604
Mesothelioma,Male,40 to 44,13.19508021
Mesothelioma,Male,45 to 49,20.72597646
Mesothelioma,Male,50 to 54,15.9155246
Mesothelioma,Male,55 to 59,23.38236922
Mesothelioma,Male,60 to 64,18.08097852
Mesothelioma,Male,65 to 69,10.43604637
Mesothelioma,Male,70 to 74,4.888102732
Mesothelioma,Male,75 to 79,2.076799822
Mesothelioma,Male,80 plus,2.914078838
Migraine,Female,10 to 14,377561.1352
Migraine,Female,15 to 19,435429.7851
Migraine,Female,20 to 24,505616.361
Migraine,Female,25 to 29,574302.9373
Migraine,Female,30 to 34,585821.7257
Migraine,Female,35 to 39,562877.2626
Migraine,Female,40 to 44,499175.3549
Migraine,Female,45 to 49,416421.7403
Migraine,Female,05 to 09,171386.2329
Migraine,Female,50 to 54,326693.0806
Migraine,Female,55 to 59,242109.678
Migraine,Female,60 to 64,159828.8305
Migraine,Female,65 to 69,95619.21417
Migraine,Female,70 to 74,58495.27113
Migraine,Female,75 to 79,30287.0202
Migraine,Female,80 plus,18861.58768
Migraine,Male,10 to 14,226100.4017
Migraine,Male,15 to 19,299974.1435
Migraine,Male,20 to 24,359724.3969
Migraine,Male,25 to 29,397452.8369
Migraine,Male,30 to 34,384065.1902
Migraine,Male,35 to 39,333950.6118
Migraine,Male,40 to 44,277629.8231
Migraine,Male,45 to 49,222024.4668
Migraine,Male,05 to 09,93558.04994
Migraine,Male,50 to 54,177422.554
Migraine,Male,55 to 59,145149.3172
Migraine,Male,60 to 64,97004.59376
Migraine,Male,65 to 69,51892.22928
Migraine,Male,70 to 74,28959.85813
Migraine,Male,75 to 79,13307.66542
Migraine,Male,80 plus,6888.811386
Multiple myeloma,Female,15 to 19,13.60404819
Multiple myeloma,Female,20 to 24,22.91531005
Multiple myeloma,Female,25 to 29,20.61089814
Multiple myeloma,Female,30 to 34,29.89430736
Multiple myeloma,Female,35 to 39,42.01833592
Multiple myeloma,Female,40 to 44,86.46688483
Multiple myeloma,Female,45 to 49,158.0323318
Multiple myeloma,Female,50 to 54,212.1297359
Multiple myeloma,Female,55 to 59,309.6775755
Multiple myeloma,Female,60 to 64,422.9972318
Multiple myeloma,Female,65 to 69,277.4423527
Multiple myeloma,Female,70 to 74,224.8917956
Multiple myeloma,Female,75 to 79,141.6903177
Multiple myeloma,Female,80 plus,135.9133658
Multiple myeloma,Male,15 to 19,28.61949838
Multiple myeloma,Male,20 to 24,28.86924489
Multiple myeloma,Male,25 to 29,53.55676967
Multiple myeloma,Male,30 to 34,83.47885724
Multiple myeloma,Male,35 to 39,112.4857321
Multiple myeloma,Male,40 to 44,204.9166643
Multiple myeloma,Male,45 to 49,402.9676903
Multiple myeloma,Male,50 to 54,470.5753312
Multiple myeloma,Male,55 to 59,640.5769592
Multiple myeloma,Male,60 to 64,596.3526821
Multiple myeloma,Male,65 to 69,481.8939525
Multiple myeloma,Male,70 to 74,290.042543
Multiple myeloma,Male,75 to 79,197.63769
Multiple myeloma,Male,80 plus,181.9107469
Multiple sclerosis,Female,10 to 14,418.6496338
Multiple sclerosis,Female,15 to 19,1789.156808
Multiple sclerosis,Female,20 to 24,3953.358865
Multiple sclerosis,Female,25 to 29,6439.123647
Multiple sclerosis,Female,30 to 34,8494.926856
Multiple sclerosis,Female,35 to 39,9614.604584
Multiple sclerosis,Female,40 to 44,9470.605106
Multiple sclerosis,Female,45 to 49,8874.737942
Multiple sclerosis,Female,05 to 09,36.06120235
Multiple sclerosis,Female,50 to 54,7337.559139
Multiple sclerosis,Female,55 to 59,5366.066458
Multiple sclerosis,Female,60 to 64,3191.052238
Multiple sclerosis,Female,65 to 69,1634.323774
Multiple sclerosis,Female,70 to 74,812.1548672
Multiple sclerosis,Female,75 to 79,403.7331597
Multiple sclerosis,Female,80 plus,229.9332759
Multiple sclerosis,Male,10 to 14,208.4731585
Multiple sclerosis,Male,15 to 19,934.2038128
Multiple sclerosis,Male,20 to 24,2158.499781
Multiple sclerosis,Male,25 to 29,3538.770884
Multiple sclerosis,Male,30 to 34,4408.410644
Multiple sclerosis,Male,35 to 39,4971.204774
Multiple sclerosis,Male,40 to 44,4822.140136
Multiple sclerosis,Male,45 to 49,4315.936862
Multiple sclerosis,Male,05 to 09,16.35134908
Multiple sclerosis,Male,50 to 54,3446.39856
Multiple sclerosis,Male,55 to 59,2376.315528
Multiple sclerosis,Male,60 to 64,1362.148445
Multiple sclerosis,Male,65 to 69,641.2770647
Multiple sclerosis,Male,70 to 74,295.9196669
Multiple sclerosis,Male,75 to 79,132.5147029
Multiple sclerosis,Male,80 plus,70.23038981
Nasopharynx cancer,Female,10 to 14,6.30405182
Nasopharynx cancer,Female,15 to 19,23.87861161
Nasopharynx cancer,Female,20 to 24,27.46143709
Nasopharynx cancer,Female,25 to 29,47.65002652
Nasopharynx cancer,Female,30 to 34,80.23471043
Nasopharynx cancer,Female,35 to 39,105.7979938
Nasopharynx cancer,Female,40 to 44,149.0344998
Nasopharynx cancer,Female,45 to 49,202.4404895
Nasopharynx cancer,Female,05 to 09,2.044122895
Nasopharynx cancer,Female,50 to 54,196.8630844
Nasopharynx cancer,Female,55 to 59,200.3213096
Nasopharynx cancer,Female,60 to 64,175.551469
Nasopharynx cancer,Female,65 to 69,136.861449
Nasopharynx cancer,Female,70 to 74,94.15741303
Nasopharynx cancer,Female,75 to 79,32.96917541
Nasopharynx cancer,Female,80 plus,38.18910563
Nasopharynx cancer,Male,10 to 14,38.59354455
Nasopharynx cancer,Male,15 to 19,72.82092574
Nasopharynx cancer,Male,20 to 24,78.25619538
Nasopharynx cancer,Male,25 to 29,110.8998847
Nasopharynx cancer,Male,30 to 34,295.3538375
Nasopharynx cancer,Male,35 to 39,444.7686901
Nasopharynx cancer,Male,40 to 44,502.4740682
Nasopharynx cancer,Male,45 to 49,710.2559275
Nasopharynx cancer,Male,05 to 09,10.66659793
Nasopharynx cancer,Male,50 to 54,584.7206535
Nasopharynx cancer,Male,55 to 59,697.3694252
Nasopharynx cancer,Male,60 to 64,499.7197222
Nasopharynx cancer,Male,65 to 69,294.5952973
Nasopharynx cancer,Male,70 to 74,146.8946693
Nasopharynx cancer,Male,75 to 79,81.64477891
Nasopharynx cancer,Male,80 plus,55.88453672
Neonatal encephalopathy due to birth asphyxia and trauma,Female,10 to 14,37568.57291
Neonatal encephalopathy due to birth asphyxia and trauma,Female,15 to 19,32129.41171
Neonatal encephalopathy due to birth asphyxia and trauma,Female,20 to 24,28084.20927
Neonatal encephalopathy due to birth asphyxia and trauma,Female,25 to 29,24633.79872
Neonatal encephalopathy due to birth asphyxia and trauma,Female,30 to 34,20775.59147
Neonatal encephalopathy due to birth asphyxia and trauma,Female,35 to 39,17442.37533
Neonatal encephalopathy due to birth asphyxia and trauma,Female,40 to 44,14628.99456
Neonatal encephalopathy due to birth asphyxia and trauma,Female,45 to 49,11596.30312
Neonatal encephalopathy due to birth asphyxia and trauma,Female,05 to 09,44906.60833
Neonatal encephalopathy due to birth asphyxia and trauma,Female,50 to 54,8529.312636
Neonatal encephalopathy due to birth asphyxia and trauma,Female,55 to 59,5827.282122
Neonatal encephalopathy due to birth asphyxia and trauma,Female,60 to 64,3602.566761
Neonatal encephalopathy due to birth asphyxia and trauma,Female,65 to 69,1703.316781
Neonatal encephalopathy due to birth asphyxia and trauma,Female,70 to 74,934.5945755
Neonatal encephalopathy due to birth asphyxia and trauma,Female,75 to 79,545.5146678
Neonatal encephalopathy due to birth asphyxia and trauma,Female,80 plus,426.4893999
Neonatal encephalopathy due to birth asphyxia and trauma,Female,0 to 04,62999.13426
Neonatal encephalopathy due to birth asphyxia and trauma,Male,10 to 14,47525.10226
Neonatal encephalopathy due to birth asphyxia and trauma,Male,15 to 19,39956.07834
Neonatal encephalopathy due to birth asphyxia and trauma,Male,20 to 24,34986.18315
Neonatal encephalopathy due to birth asphyxia and trauma,Male,25 to 29,30077.74549
Neonatal encephalopathy due to birth asphyxia and trauma,Male,30 to 34,24925.54487
Neonatal encephalopathy due to birth asphyxia and trauma,Male,35 to 39,19819.45526
Neonatal encephalopathy due to birth asphyxia and trauma,Male,40 to 44,15284.38846
